id,kastid,beginperiode,eindperiode,gemeente,straat,latitude,longitude,snelheidslimiet,vrachtwagenvrijezone,snelheid,tijd,overschreden,type
396,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,25,2023-12-03 05:10:10,0,Motorcycle
397,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,38,2023-12-02 03:41:24,0,Motorcycle
398,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,34,2023-12-05 23:41:49,0,Bycicle
399,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,77,2023-12-02 23:14:53,1,Motorcycle
400,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,54,2023-12-03 17:54:12,0,Bycicle
401,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,33,2023-12-05 17:29:57,0,Car
402,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,63,2023-12-04 17:22:20,1,Motorcycle
403,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,51,2023-12-04 17:58:21,1,Bycicle
404,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,70,2023-12-04 12:43:00,1,Motorcycle
405,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,60,2023-12-02 10:58:41,1,Car
406,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,52,2023-12-07 08:59:48,1,Truck
407,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,60,2023-12-04 18:48:20,1,Bycicle
408,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,79,2023-12-07 17:59:01,1,Truck
409,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,49,2023-12-01 14:07:06,1,Bycicle
410,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,31,2023-12-04 23:46:21,0,Bycicle
411,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,42,2023-12-03 06:32:34,0,Car
412,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,78,2023-12-05 11:05:09,1,Truck
413,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,44,2023-12-05 10:36:31,1,Motorcycle
414,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,35,2023-12-03 08:26:36,1,Bycicle
415,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,77,2023-12-05 21:44:52,1,Truck
416,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,73,2023-12-03 09:23:38,1,Car
417,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,28,2023-12-03 16:10:51,0,Motorcycle
418,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,70,2023-12-06 19:51:49,1,Bycicle
419,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,28,2023-12-05 03:44:17,0,Bycicle
420,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,50,2023-12-02 23:32:52,1,Motorcycle
421,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,32,2023-12-03 00:20:39,0,Motorcycle
422,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,77,2023-12-01 23:26:14,1,Motorcycle
423,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,73,2023-12-04 23:54:04,1,Bus
424,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,31,2023-12-02 15:43:15,0,Car
425,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,76,2023-12-02 10:12:27,1,Bus
426,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,55,2023-12-02 00:15:48,0,Truck
427,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,43,2023-12-03 04:35:50,1,Bycicle
428,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,60,2023-12-04 18:56:09,1,Motorcycle
429,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,71,2023-12-01 10:27:13,1,Motorcycle
430,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,54,2023-12-04 15:55:53,0,Car
431,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,41,2023-12-03 11:23:49,1,Motorcycle
432,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,38,2023-12-01 17:48:50,0,Car
433,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,39,2023-12-05 03:30:57,1,Truck
434,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,72,2023-12-02 06:13:44,1,Bycicle
435,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,71,2023-12-06 04:41:58,1,Truck
436,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,34,2023-12-04 16:31:28,0,Truck
437,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,73,2023-12-05 18:55:43,1,Car
438,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,53,2023-12-07 04:17:55,0,Bus
439,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,39,2023-12-03 04:42:43,0,Truck
440,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,25,2023-12-06 00:50:30,0,Motorcycle
441,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,67,2023-12-01 17:41:04,1,Bycicle
442,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,46,2023-12-05 07:27:00,0,Bycicle
443,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,46,2023-12-06 01:44:37,1,Motorcycle
444,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,66,2023-12-01 04:01:05,1,Motorcycle
445,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,75,2023-12-04 02:14:53,1,Motorcycle
446,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,73,2023-12-02 10:51:14,1,Car
447,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,64,2023-12-06 03:33:37,0,Truck
448,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,37,2023-12-01 11:04:50,0,Bus
449,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,44,2023-12-01 21:49:15,1,Motorcycle
450,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,46,2023-12-06 18:55:28,0,Car
451,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,25,2023-12-04 13:03:09,0,Bus
452,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,39,2023-12-05 05:02:31,1,Bycicle
453,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,79,2023-12-05 14:42:19,1,Truck
454,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,67,2023-12-06 12:16:17,1,Car
455,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,71,2023-12-01 04:07:01,1,Car
456,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,65,2023-12-07 22:08:48,0,Truck
457,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,63,2023-12-01 18:26:58,1,Bycicle
458,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,70,2023-12-07 12:05:29,1,Bus
459,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,59,2023-12-01 02:33:16,0,Car
460,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,79,2023-12-02 13:51:54,1,Motorcycle
461,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,44,2023-12-06 17:49:08,0,Motorcycle
462,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,26,2023-12-05 21:14:12,0,Bus
463,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,29,2023-12-06 05:56:10,0,Truck
464,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,52,2023-12-06 21:55:46,1,Truck
465,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,39,2023-12-03 06:31:38,0,Car
466,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,36,2023-12-01 08:20:18,1,Car
467,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,32,2023-12-03 14:02:57,0,Bus
468,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,27,2023-12-07 08:43:43,0,Bycicle
469,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,66,2023-12-02 06:41:31,0,Bus
470,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,45,2023-12-02 13:44:37,0,Motorcycle
471,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,68,2023-12-03 18:17:34,1,Truck
472,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,75,2023-12-02 04:37:25,1,Motorcycle
473,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,42,2023-12-07 01:08:30,1,Car
474,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,41,2023-12-04 15:58:09,0,Bus
475,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,78,2023-12-06 07:13:07,1,Car
476,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,27,2023-12-01 05:10:54,0,Bycicle
477,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,80,2023-12-07 19:36:32,1,Motorcycle
478,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,39,2023-12-07 16:58:16,1,Bus
479,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,66,2023-12-01 21:25:59,1,Truck
480,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,46,2023-12-07 11:36:53,1,Bus
481,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,72,2023-12-01 18:20:08,1,Bycicle
482,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,47,2023-12-04 13:33:15,0,Bus
483,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,65,2023-12-04 05:15:44,1,Bycicle
484,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,72,2023-12-04 12:12:25,1,Bus
485,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,50,2023-12-02 08:57:40,1,Truck
486,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,40,2023-12-06 06:09:24,0,Bus
487,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,67,2023-12-07 14:17:41,0,Bus
488,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,53,2023-12-07 10:56:44,1,Bycicle
489,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,77,2023-12-02 11:26:13,1,Truck
490,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,48,2023-12-03 09:25:49,0,Truck
491,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,41,2023-12-05 22:17:15,0,Car
492,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,30,2023-12-04 12:10:13,0,Bus
493,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,42,2023-12-06 12:28:10,1,Bus
494,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,32,2023-12-06 14:43:06,0,Bycicle
495,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,44,2023-12-01 08:57:11,0,Bus
496,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,47,2023-12-01 20:07:30,0,Truck
497,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,56,2023-12-06 03:37:44,1,Bus
498,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,27,2023-12-03 21:49:05,0,Truck
499,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,36,2023-12-06 14:08:24,0,Bus
500,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,58,2023-12-01 00:02:28,1,Truck
501,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,46,2023-12-06 05:09:32,0,Bus
502,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,51,2023-12-06 09:48:56,1,Truck
503,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,25,2023-12-02 14:42:38,0,Car
504,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,37,2023-12-06 18:51:41,1,Bus
505,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,39,2023-12-07 15:29:14,0,Bycicle
506,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,55,2023-12-03 09:48:45,0,Bycicle
507,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,62,2023-12-04 18:03:36,1,Truck
508,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,63,2023-12-05 00:22:40,1,Bycicle
509,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,57,2023-12-06 00:34:00,0,Car
510,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,78,2023-12-02 23:20:03,1,Bus
511,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,66,2023-12-07 23:07:01,1,Motorcycle
512,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,62,2023-12-03 17:39:16,0,Truck
513,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,55,2023-12-05 12:09:22,1,Bycicle
514,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,34,2023-12-07 08:08:31,0,Bycicle
515,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,57,2023-12-02 22:41:50,1,Bus
516,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,55,2023-12-06 09:11:53,1,Bus
517,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,28,2023-12-04 22:07:10,0,Motorcycle
518,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,25,2023-12-05 02:08:24,0,Bus
519,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,51,2023-12-01 23:06:16,1,Bus
520,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,61,2023-12-05 02:26:44,1,Bus
521,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,51,2023-12-01 19:14:30,1,Car
522,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,40,2023-12-06 15:35:19,0,Truck
523,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,41,2023-12-06 14:13:07,0,Car
524,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,73,2023-12-01 04:25:16,1,Bus
525,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,36,2023-12-05 09:17:22,0,Bus
526,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,28,2023-12-07 03:09:34,0,Car
527,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,39,2023-12-03 14:04:51,0,Truck
528,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,50,2023-12-05 03:18:39,0,Car
529,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,44,2023-12-06 17:40:21,0,Truck
530,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,68,2023-12-06 09:02:27,0,Car
531,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,72,2023-12-07 09:47:02,1,Car
532,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,54,2023-12-01 04:07:02,1,Truck
533,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,78,2023-12-07 22:22:45,1,Car
534,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,46,2023-12-04 11:18:10,0,Truck
535,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,35,2023-12-03 22:00:32,0,Truck
536,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,73,2023-12-03 19:37:12,1,Car
537,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,35,2023-12-02 20:40:59,1,Motorcycle
538,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,26,2023-12-03 14:36:06,0,Bus
539,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,76,2023-12-04 20:00:10,1,Car
540,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,51,2023-12-06 10:58:25,1,Bus
541,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,50,2023-12-04 15:39:57,0,Bycicle
542,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,40,2023-12-01 04:28:14,0,Bycicle
543,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,27,2023-12-05 08:39:37,0,Bycicle
544,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,61,2023-12-02 20:35:51,1,Bycicle
545,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,68,2023-12-06 01:16:01,1,Bycicle
546,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,25,2023-12-02 20:13:59,0,Bycicle
547,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,38,2023-12-06 23:08:40,1,Truck
548,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,63,2023-12-03 14:48:42,1,Truck
549,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,75,2023-12-02 15:43:41,1,Bus
550,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,43,2023-12-07 01:09:08,0,Bycicle
551,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,49,2023-12-07 19:43:48,0,Bycicle
552,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,45,2023-12-03 16:43:08,1,Bycicle
553,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,44,2023-12-07 07:29:00,0,Car
554,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,67,2023-12-06 06:03:59,1,Car
555,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,50,2023-12-04 23:55:46,0,Bus
556,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,45,2023-12-04 08:04:55,0,Car
557,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,70,2023-12-07 23:13:38,1,Motorcycle
558,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,32,2023-12-05 03:47:28,1,Truck
559,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,39,2023-12-05 21:46:48,1,Bycicle
560,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,50,2023-12-07 12:00:20,1,Motorcycle
561,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,49,2023-12-07 16:41:40,1,Bycicle
562,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,40,2023-12-05 14:36:05,0,Motorcycle
563,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,59,2023-12-07 16:30:17,1,Car
564,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,54,2023-12-03 04:54:20,1,Bycicle
565,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,58,2023-12-04 19:16:56,0,Bycicle
566,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,79,2023-12-02 12:45:46,1,Motorcycle
567,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,69,2023-12-02 07:57:29,1,Bus
568,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,26,2023-12-02 22:16:21,0,Bycicle
569,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,43,2023-12-06 04:59:25,0,Bus
570,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,77,2023-12-03 01:03:07,1,Motorcycle
571,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,38,2023-12-01 21:47:58,0,Truck
572,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,41,2023-12-02 18:44:05,0,Bus
573,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,51,2023-12-02 03:59:46,1,Bycicle
574,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,58,2023-12-05 15:51:29,1,Bycicle
575,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,36,2023-12-02 02:44:39,1,Truck
576,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,79,2023-12-01 07:49:22,1,Truck
577,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,77,2023-12-02 01:08:45,1,Car
578,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,73,2023-12-01 21:25:21,1,Bus
579,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,36,2023-12-05 13:59:33,1,Bus
580,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,35,2023-12-04 21:28:02,0,Bycicle
581,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,50,2023-12-02 19:10:29,0,Bus
582,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,53,2023-12-04 07:26:26,0,Bycicle
583,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,46,2023-12-04 22:01:31,0,Truck
584,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,46,2023-12-05 01:33:45,0,Motorcycle
585,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,66,2023-12-02 00:09:41,1,Car
586,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,54,2023-12-04 18:41:13,0,Bus
587,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,64,2023-12-01 13:15:13,0,Bus
588,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,43,2023-12-05 07:24:10,0,Bus
589,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,48,2023-12-02 11:12:31,0,Car
590,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,72,2023-12-05 18:38:32,1,Truck
591,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,73,2023-12-01 17:33:06,1,Bus
592,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,79,2023-12-06 13:44:29,1,Truck
593,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,59,2023-12-05 10:01:43,1,Bus
594,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,50,2023-12-05 06:53:20,0,Car
